number,sys_id,short_description,priority,state,assignment_group,assigned_to,opened_by,company,sys_created_on,sys_updated_on,link,age_days
INC0038850,8a9056033bacbe18399d5d0864e45a89,Laptop Shutting Down Unexpectedly,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/47ce66e23b375e10d00f0dc5e4e45a59"", ""value"": ""47ce66e23b375e10d00f0dc5e4e45a59""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0c255a90335d2e1001691fa19e5c7b2e"", ""value"": ""0c255a90335d2e1001691fa19e5c7b2e""}",,2025-10-17 07:50:54,2025-11-14 08:10:08,,
INC0043210,8ab9e61b3b38bad0399d5d0864e45a55,1 monito with reduced screen/ viewing size,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dcbea262337f9e1001691fa19e5c7b87"", ""value"": ""dcbea262337f9e1001691fa19e5c7b87""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/515e062233b39e1001691fa19e5c7b20"", ""value"": ""515e062233b39e1001691fa19e5c7b20""}",,2025-10-30 14:33:26,2025-11-14 08:10:09,,
INC0044986,8b255d1d3b4d7e14ae6be524c3e45aa3,ETAP 24 - Failed to connect to database,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/c14e22ee333f9e1001691fa19e5c7b22"", ""value"": ""c14e22ee333f9e1001691fa19e5c7b22""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/fc60daea33b39e1001691fa19e5c7bac"", ""value"": ""fc60daea33b39e1001691fa19e5c7bac""}",,2025-11-05 13:30:42,2025-11-14 08:10:10,,
INC0045946,8b46e50a3bc97294399d5d0864e45abb,Hourly Analysis Program 6.2 | Need License while Opening the application,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1a8eee623b375e10d00f0dc5e4e45a0c"", ""value"": ""1a8eee623b375e10d00f0dc5e4e45a0c""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1a8eee623b375e10d00f0dc5e4e45a0c"", ""value"": ""1a8eee623b375e10d00f0dc5e4e45a0c""}",,2025-11-07 22:41:24,2025-11-14 08:10:10,,
INC0045872,8b7e7f793b81ba54ae6be524c3e45a61,SolarWinds Alert | P4 | EMEA | ZAN01 | Azure | ZA |Disk Utilization Alert: E:\ Label:ZAN01P-FS01_E (Data)  Serial Number 9EAE0558 on ZAN01P-FS01 has reached 95%,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4d4e2a223b375e10d00f0dc5e4e45aa6"", ""value"": ""4d4e2a223b375e10d00f0dc5e4e45aa6""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4d4e2a223b375e10d00f0dc5e4e45aa6"", ""value"": ""4d4e2a223b375e10d00f0dc5e4e45aa6""}",,2025-11-07 15:07:27,2025-11-14 08:10:11,,
INC0018574,8bebdcac3b2f6e90399d5d0864e45a6f,S3d application automatically closing,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/2340eae63bff1e10d00f0dc5e4e45aa8"", ""value"": ""2340eae63bff1e10d00f0dc5e4e45aa8""}",,2025-08-20 11:50:14,2025-11-14 08:10:12,,
INC0046126,8c22dde63b0d3694399d5d0864e45a8b,MicroStation V8i SS10|User facing an issue with MicroStation V8i SS10 not opening on the PC and receiving an error.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}",,2025-11-09 10:27:34,2025-11-14 08:10:13,,
INC0045327,8ceba2e13b45fa54399d5d0864e45a48,Can not access the BMS site,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/94be2ea23b375e10d00f0dc5e4e45a5c"", ""value"": ""94be2ea23b375e10d00f0dc5e4e45a5c""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ccf41e6a3bfb1e10d00f0dc5e4e45afa"", ""value"": ""ccf41e6a3bfb1e10d00f0dc5e4e45afa""}",,2025-11-06 14:32:21,2025-11-14 08:10:15,,
INC0045959,8cfc5e023b81b294399d5d0864e45a76,My computer have issue to uninstall WPS PDF.,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/5b57f53d3b17ea10ae6be524c3e45aa5"", ""value"": ""5b57f53d3b17ea10ae6be524c3e45aa5""}",,2025-11-08 02:46:43,2025-11-14 08:10:15,,
INC0044306,8dda24343b4dba14399d5d0864e45af4,Users are reporting issues with the Houston interent,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/968eee623b375e10d00f0dc5e4e45a25"", ""value"": ""968eee623b375e10d00f0dc5e4e45a25""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/8e69ae6633fb9e1001691fa19e5c7be0"", ""value"": ""8e69ae6633fb9e1001691fa19e5c7be0""}",,2025-11-03 21:12:42,2025-11-14 08:10:16,,
INC0044207,8def1fac3bcd7a14399d5d0864e45ae7,I am unable to enter details onto Journal since moving onto my new PC,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/78aee6a23b375e10d00f0dc5e4e45af0"", ""value"": ""78aee6a23b375e10d00f0dc5e4e45af0""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/14211eee33b39e1001691fa19e5c7b57"", ""value"": ""14211eee33b39e1001691fa19e5c7b57""}",,2025-11-03 15:41:04,2025-11-14 08:10:17,,
INC0045893,8ea4d88a3bc5ba54ae6be524c3e45aa6,Request to check network shared path access issue,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/8b748ee533fcea1001691fa19e5c7b74"", ""value"": ""8b748ee533fcea1001691fa19e5c7b74""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/494eeeae333f9e1001691fa19e5c7bd7"", ""value"": ""494eeeae333f9e1001691fa19e5c7bd7""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/497afad63b15aa50d00f0dc5e4e45af0"", ""value"": ""497afad63b15aa50d00f0dc5e4e45af0""}",,2025-11-07 16:45:22,2025-11-14 08:10:18,,
INC0046066,8ebe8f1e3b49be54ae6be524c3e45ae8,p3|Hou12-CV01|Commvault  --ATT2-BK33 Media agent is offline. Unable to connect/ping ,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/3e744eed3bb4a210d00f0dc5e4e45a0b"", ""value"": ""3e744eed3bb4a210d00f0dc5e4e45a0b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/840f66263b375e10d00f0dc5e4e45a3c"", ""value"": ""840f66263b375e10d00f0dc5e4e45a3c""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0d2fe6e2337f9e1001691fa19e5c7b99"", ""value"": ""0d2fe6e2337f9e1001691fa19e5c7b99""}",,2025-11-09 00:56:25,2025-11-14 08:10:18,,
INC0045626,8f2c84713bcd3e54399d5d0864e45ac0,"The user was created without an E3 license, and this does not allow access to the applications.",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/acbea262337f9e1001691fa19e5c7bf7"", ""value"": ""acbea262337f9e1001691fa19e5c7bf7""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/2a9beae23bf35e10d00f0dc5e4e45a49"", ""value"": ""2a9beae23bf35e10d00f0dc5e4e45a49""}",,2025-11-06 21:30:45,2025-11-14 08:10:20,,
INC0046139,90c31fc73b4572109faa1da985e45aba,for insert and stay button to admin ,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/2dbe26113b71ae10d00f0dc5e4e45a3b"", ""value"": ""2dbe26113b71ae10d00f0dc5e4e45a3b""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cad5b8883b9dae10d00f0dc5e4e45ad4"", ""value"": ""cad5b8883b9dae10d00f0dc5e4e45ad4""}",,2025-11-11 09:10:52,2025-11-14 08:10:20,,
INC0024587,913773e63b7ba650ae6be524c3e45a36,do not have my buyer's permissions,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1813d6aa33f39e1001691fa19e5c7b29"", ""value"": ""1813d6aa33f39e1001691fa19e5c7b29""}",,2025-09-08 19:11:37,2025-11-14 08:10:21,,
INC0044927,916964d93b0df254399d5d0864e45ada,Intermittent loss of power from workstation to laptop,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/880f2ea2337f9e1001691fa19e5c7b09"", ""value"": ""880f2ea2337f9e1001691fa19e5c7b09""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/8f66926e33379e1001691fa19e5c7bec"", ""value"": ""8f66926e33379e1001691fa19e5c7bec""}",,2025-11-05 10:21:58,2025-11-14 08:10:22,,
INC0030137,92141b1b3b487a10ae6be524c3e45ac7,P4| EMZ| Abu Dhabi| The user needs more space in Local Disk C.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a3be22e23b375e10d00f0dc5e4e45a71"", ""value"": ""a3be22e23b375e10d00f0dc5e4e45a71""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a3be22e23b375e10d00f0dc5e4e45a71"", ""value"": ""a3be22e23b375e10d00f0dc5e4e45a71""}",,2025-09-23 10:55:34,2025-11-14 08:10:22,,
INC0040029,92611b6c3b343e10399d5d0864e45adb,Bluebeam Revu 21,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/28aee6a23b375e10d00f0dc5e4e45a99"", ""value"": ""28aee6a23b375e10d00f0dc5e4e45a99""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/5393266a3b335e10d00f0dc5e4e45a9e"", ""value"": ""5393266a3b335e10d00f0dc5e4e45a9e""}",,2025-10-22 04:23:13,2025-11-14 08:10:24,,
INC0045292,927992213bc9ba54399d5d0864e45aa5,sharefolder | Unable to access,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/425d6c093bb02210d00f0dc5e4e45a11"", ""value"": ""425d6c093bb02210d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/727c4eaa3b3b1e10d00f0dc5e4e45a31"", ""value"": ""727c4eaa3b3b1e10d00f0dc5e4e45a31""}",,2025-11-06 13:09:57,2025-11-14 08:10:25,,
INC0045050,9295ce593b4d7654399d5d0864e45a38,Abobe constantly crashing,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/6f6ea6623b375e10d00f0dc5e4e45aa4"", ""value"": ""6f6ea6623b375e10d00f0dc5e4e45aa4""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ea409aee3b7b1e10d00f0dc5e4e45af6"", ""value"": ""ea409aee3b7b1e10d00f0dc5e4e45af6""}",,2025-11-05 17:01:06,2025-11-14 08:10:26,,
INC0045227,936861253b817a54399d5d0864e45a92,AutoCAD is not working properly,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/233ba7dd3b1c7290ae6be524c3e45aa8"", ""value"": ""233ba7dd3b1c7290ae6be524c3e45aa8""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/65a8d26a33779e1001691fa19e5c7bc1"", ""value"": ""65a8d26a33779e1001691fa19e5c7bc1""}",,2025-11-06 09:35:21,2025-11-14 08:10:27,,
INC0044894,936a54993b853e14ae6be524c3e45a3c,"Laptop has crashed 3 times in 3 weeks showing ""Blue Screen Error"" and is now showing a ""non-Dell battery error"" and suggests the laptop is at risk of explosion",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/87ceea62337f9e1001691fa19e5c7b21"", ""value"": ""87ceea62337f9e1001691fa19e5c7b21""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f1ad8a2e33739e1001691fa19e5c7b81"", ""value"": ""f1ad8a2e33739e1001691fa19e5c7b81""}",,2025-11-05 09:13:57,2025-11-14 08:10:28,,
INC0044475,940432703b493e14399d5d0864e45ade,Bentley | Unable to install,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/871e2eee3bf35e10d00f0dc5e4e45af1"", ""value"": ""871e2eee3bf35e10d00f0dc5e4e45af1""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/00211e263bbb1e10d00f0dc5e4e45abb"", ""value"": ""00211e263bbb1e10d00f0dc5e4e45abb""}",,2025-11-04 07:09:18,2025-11-14 08:10:29,,
INC0035095,9428b9003b687a54399d5d0864e45a52,EtherNet | Ethernet adapter 2 is disabled. I need IT to enable the Ethernet adapter so I can have faster wired internet.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/47ceea62337f9e1001691fa19e5c7b91"", ""value"": ""47ceea62337f9e1001691fa19e5c7b91""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/47ceea62337f9e1001691fa19e5c7b91"", ""value"": ""47ceea62337f9e1001691fa19e5c7b91""}",,2025-10-07 22:19:40,2025-11-14 08:10:30,,
INC0035889,94496be03ba4b694399d5d0864e45a5c,Autodesk Revit 2024.3| Fuctional issues in Autodesk Revit 2024.3|,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/180f2ea2337f9e1001691fa19e5c7be9"", ""value"": ""180f2ea2337f9e1001691fa19e5c7be9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/180f2ea2337f9e1001691fa19e5c7be9"", ""value"": ""180f2ea2337f9e1001691fa19e5c7be9""}",,2025-10-09 19:52:39,2025-11-14 08:10:30,,
INC0045801,948197b53b413294399d5d0864e45a13,WebTop is asking for Content Transfer extension,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/880f2ea2337f9e1001691fa19e5c7b09"", ""value"": ""880f2ea2337f9e1001691fa19e5c7b09""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ac363e023b68fa54ae6be524c3e45aaa"", ""value"": ""ac363e023b68fa54ae6be524c3e45aaa""}",,2025-11-07 11:54:19,2025-11-14 08:10:31,,
INC0045907,94a1a8863b457294399d5d0864e45a4c,I need to download adobe acrobat pro,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f67eaa623b375e10d00f0dc5e4e45a0b"", ""value"": ""f67eaa623b375e10d00f0dc5e4e45a0b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/3524522233379e1001691fa19e5c7b87"", ""value"": ""3524522233379e1001691fa19e5c7b87""}",,2025-11-07 17:40:11,2025-11-14 08:10:32,,
INC0029799,9515830b3b00b610ae6be524c3e45ab5,Bluebeam Account Unlinked to License,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/fd6fd6ee33f79e1001691fa19e5c7b09"", ""value"": ""fd6fd6ee33f79e1001691fa19e5c7b09""}",,2025-09-22 15:12:22,2025-11-14 08:10:32,,
INC0021896,95221c5c3bbba650399d5d0864e45a65,Issue with Ansible Integration on - RITM0032058,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/fdfbb95e3b006290d00f0dc5e4e45a44"", ""value"": ""fdfbb95e3b006290d00f0dc5e4e45a44""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/system"", ""value"": ""system""}",,2025-09-01 02:43:12,2025-11-14 08:10:33,,
INC0033767,9575f3a23b1cf2d0ae6be524c3e45aec,Hardware|Headphone issue|,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/c92f22663b375e10d00f0dc5e4e45a43"", ""value"": ""c92f22663b375e10d00f0dc5e4e45a43""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/519e4e6233b39e1001691fa19e5c7b00"", ""value"": ""519e4e6233b39e1001691fa19e5c7b00""}",,2025-10-03 15:39:09,2025-11-14 08:10:34,,
INC0045314,95a62ee93b8df254ae6be524c3e45a08,Adobe| Installation problem for Adobe Pro,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/425d6c093bb02210d00f0dc5e4e45a11"", ""value"": ""425d6c093bb02210d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4ac09e6e33b39e1001691fa19e5c7b2b"", ""value"": ""4ac09e6e33b39e1001691fa19e5c7b2b""}",,2025-11-06 14:07:09,2025-11-14 08:10:34,,
INC0045286,95d59e653b49ba54399d5d0864e45a86,Domnic Coelho Access,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cf7ea222337f9e1001691fa19e5c7bfb"", ""value"": ""cf7ea222337f9e1001691fa19e5c7bfb""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a950deee3b7b1e10d00f0dc5e4e45a49"", ""value"": ""a950deee3b7b1e10d00f0dc5e4e45a49""}",,2025-11-06 12:58:04,2025-11-14 08:10:35,,
INC0045870,968dffb93b8d3294399d5d0864e45ae4,Needs access to Microsoft Copilot,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/345e66ee333f9e1001691fa19e5c7bea"", ""value"": ""345e66ee333f9e1001691fa19e5c7bea""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/345e66ee333f9e1001691fa19e5c7bea"", ""value"": ""345e66ee333f9e1001691fa19e5c7bea""}",,2025-11-07 15:01:01,2025-11-14 08:10:36,,
INC0035403,979695143bacbe54399d5d0864e45a0e,Invoice-PINV00053513 (interfaced incorrect langauge),3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/c92f22663b375e10d00f0dc5e4e45a43"", ""value"": ""c92f22663b375e10d00f0dc5e4e45a43""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dd312a2e3bff1e10d00f0dc5e4e45a45"", ""value"": ""dd312a2e3bff1e10d00f0dc5e4e45a45""}",,2025-10-08 15:01:26,2025-11-14 08:10:36,,
INC0028838,982543423b4c32d0ae6be524c3e45aed,issue with Bluebeams: do not convert a PDF file into Word or excel,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/e78d822e33739e1001691fa19e5c7b89"", ""value"": ""e78d822e33739e1001691fa19e5c7b89""}",,2025-09-19 12:37:13,2025-11-14 08:10:37,,
INC0016225,9855fcca3b97e610399d5d0864e45a61,BLuebeam not installing,3,3,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/ed09d1492b922e10dbabfdedfe91bfcf"", ""value"": ""ed09d1492b922e10dbabfdedfe91bfcf""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0e5ce2e63bf35e10d00f0dc5e4e45ad6"", ""value"": ""0e5ce2e63bf35e10d00f0dc5e4e45ad6""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/8057bfdf3b39a650d00f0dc5e4e45af3"", ""value"": ""8057bfdf3b39a650d00f0dc5e4e45af3""}",,2025-08-12 19:17:01,2025-11-14 08:10:38,,
INC0045857,987de7313b893294399d5d0864e45a79,Microphone issues on laptop.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/928eee623b375e10d00f0dc5e4e45a57"", ""value"": ""928eee623b375e10d00f0dc5e4e45a57""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/38ae42a233b39e1001691fa19e5c7bb6"", ""value"": ""38ae42a233b39e1001691fa19e5c7bb6""}",,2025-11-07 14:16:00,2025-11-14 08:10:39,,
INC0011652,98b910fd3b032ed0399d5d0864e45ac6,Received a new computer and my java isn't working when I try to PAAF someone to the project.,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/58eb0ae63b3b1e10d00f0dc5e4e45ab8"", ""value"": ""58eb0ae63b3b1e10d00f0dc5e4e45ab8""}",,2025-07-30 12:26:31,2025-11-14 08:10:39,,
INC0045795,990bcb313bcdfe54399d5d0864e45a8b,AFTER WINDOWS 11 UPDATED TDSRELATED APPLICATION NOT WORKING,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ae9cebad3bdc7690ae6be524c3e45af5"", ""value"": ""ae9cebad3bdc7690ae6be524c3e45af5""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/923cc66a3b3b1e10d00f0dc5e4e45ac4"", ""value"": ""923cc66a3b3b1e10d00f0dc5e4e45ac4""}",,2025-11-07 11:27:18,2025-11-14 08:10:41,,
